Unnamed: 0,Date,Time,Account,Account #,Account ID,Balance ID,Institution,Balance,Month,Week,Type,Class,Account Status,Date Added
259,02/20/1994,1994-02-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-021,Northstar Investments,"$18,810.00",02/01/1994,02/14/1994,Investment,Asset,Active,05/01/1992
260,02/20/1994,1994-02-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-021,Northstar Investments,"$128,050.00",02/01/1994,02/14/1994,Investment,Asset,Active,05/01/1992
261,02/20/1994,1994-02-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-021,Northstar Investments,"$28,070.00",02/01/1994,02/14/1994,Investment,Asset,Active,05/01/1992
262,02/20/1994,1994-02-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-021,Aurora Bank,"$156,765.00",02/01/1994,02/14/1994,Loan,Liability,Active,05/01/1992
263,02/20/1994,1994-02-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-021,Aurora Bank,"$6,625.00",02/01/1994,02/14/1994,Loan,Liability,Active,05/01/1992
264,03/20/1994,1994-03-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-022,Aurora Bank,"$4,660.00",03/01/1994,03/14/1994,Depository,Asset,Active,05/01/1992
265,03/20/1994,1994-03-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-022,Aurora Bank,"$15,370.00",03/01/1994,03/14/1994,Depository,Asset,Active,05/01/1992
266,03/20/1994,1994-03-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-022,Aurora Bank,"$4,090.00",03/01/1994,03/14/1994,Depository,Asset,Active,05/01/1992
267,03/20/1994,1994-03-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-022,Harbor Card,"$1,680.00",03/01/1994,03/14/1994,Credit,Liability,Active,05/01/1992
268,03/20/1994,1994-03-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-022,Harbor Card,"$1,320.00",03/01/1994,03/14/1994,Credit,Liability,Active,05/01/1992
269,03/20/1994,1994-03-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-022,Northstar Investments,"$78,020.00",03/01/1994,03/14/1994,Investment,Asset,Active,05/01/1992
270,03/20/1994,1994-03-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-022,Northstar Investments,"$10,930.00",03/01/1994,03/14/1994,Depository,Asset,Active,05/01/1992
271,03/20/1994,1994-03-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-022,Northstar Investments,"$19,690.00",03/01/1994,03/14/1994,Investment,Asset,Active,05/01/1992
272,03/20/1994,1994-03-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-022,Northstar Investments,"$132,600.00",03/01/1994,03/14/1994,Investment,Asset,Active,05/01/1992
273,03/20/1994,1994-03-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-022,Northstar Investments,"$30,160.00",03/01/1994,03/14/1994,Investment,Asset,Active,05/01/1992
274,03/20/1994,1994-03-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-022,Aurora Bank,"$156,310.00",03/01/1994,03/14/1994,Loan,Liability,Active,05/01/1992
275,03/20/1994,1994-03-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-022,Aurora Bank,"$6,710.00",03/01/1994,03/14/1994,Loan,Liability,Active,05/01/1992
276,04/20/1994,1994-04-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-023,Aurora Bank,"$5,015.00",04/01/1994,04/18/1994,Depository,Asset,Active,05/01/1992
277,04/20/1994,1994-04-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-023,Aurora Bank,"$14,300.00",04/01/1994,04/18/1994,Depository,Asset,Active,05/01/1992
278,04/20/1994,1994-04-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-023,Aurora Bank,"$4,895.00",04/01/1994,04/18/1994,Depository,Asset,Active,05/01/1992
279,04/20/1994,1994-04-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-023,Harbor Card,"$1,030.00",04/01/1994,04/18/1994,Credit,Liability,Active,05/01/1992
280,04/20/1994,1994-04-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-023,Harbor Card,$570.00,04/01/1994,04/18/1994,Credit,Liability,Active,05/01/1992
281,04/20/1994,1994-04-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-023,Northstar Investments,"$82,580.00",04/01/1994,04/18/1994,Investment,Asset,Active,05/01/1992
282,04/20/1994,1994-04-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-023,Northstar Investments,"$10,665.00",04/01/1994,04/18/1994,Depository,Asset,Active,05/01/1992
283,04/20/1994,1994-04-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-023,Northstar Investments,"$18,530.00",04/01/1994,04/18/1994,Investment,Asset,Active,05/01/1992
284,04/20/1994,1994-04-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-023,Northstar Investments,"$128,150.00",04/01/1994,04/18/1994,Investment,Asset,Active,05/01/1992
285,04/20/1994,1994-04-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-023,Northstar Investments,"$29,120.00",04/01/1994,04/18/1994,Investment,Asset,Active,05/01/1992
286,04/20/1994,1994-04-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-023,Aurora Bank,"$155,585.00",04/01/1994,04/18/1994,Loan,Liability,Active,05/01/1992
287,04/20/1994,1994-04-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-023,Aurora Bank,"$6,295.00",04/01/1994,04/18/1994,Loan,Liability,Active,05/01/1992
288,05/20/1994,1994-05-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-024,Aurora Bank,"$4,460.00",05/01/1994,05/16/1994,Depository,Asset,Active,05/01/1992
289,05/20/1994,1994-05-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-024,Aurora Bank,"$13,640.00",05/01/1994,05/16/1994,Depository,Asset,Active,05/01/1992
290,05/20/1994,1994-05-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-024,Aurora Bank,"$3,550.00",05/01/1994,05/16/1994,Depository,Asset,Active,05/01/1992
291,05/20/1994,1994-05-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-024,Harbor Card,"$1,570.00",05/01/1994,05/16/1994,Credit,Liability,Active,05/01/1992
292,05/20/1994,1994-05-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-024,Harbor Card,$970.00,05/01/1994,05/16/1994,Credit,Liability,Active,05/01/1992
293,05/20/1994,1994-05-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-024,Northstar Investments,"$86,340.00",05/01/1994,05/16/1994,Investment,Asset,Active,05/01/1992
294,05/20/1994,1994-05-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-024,Northstar Investments,"$11,460.00",05/01/1994,05/16/1994,Depository,Asset,Active,05/01/1992
295,05/20/1994,1994-05-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-024,Northstar Investments,"$17,970.00",05/01/1994,05/16/1994,Investment,Asset,Active,05/01/1992
296,05/20/1994,1994-05-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-024,Northstar Investments,"$126,000.00",05/01/1994,05/16/1994,Investment,Asset,Active,05/01/1992
297,05/20/1994,1994-05-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-024,Northstar Investments,"$31,440.00",05/01/1994,05/16/1994,Investment,Asset,Active,05/01/1992
298,05/20/1994,1994-05-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-024,Aurora Bank,"$155,120.00",05/01/1994,05/16/1994,Loan,Liability,Active,05/01/1992
299,05/20/1994,1994-05-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-024,Aurora Bank,"$6,420.00",05/01/1994,05/16/1994,Loan,Liability,Active,05/01/1992
300,06/20/1994,1994-06-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-025,Aurora Bank,"$5,185.00",06/01/1994,06/20/1994,Depository,Asset,Active,05/01/1992
301,06/20/1994,1994-06-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-025,Aurora Bank,"$15,840.00",06/01/1994,06/20/1994,Depository,Asset,Active,05/01/1992
302,06/20/1994,1994-06-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-025,Aurora Bank,"$5,255.00",06/01/1994,06/20/1994,Depository,Asset,Active,05/01/1992
303,06/20/1994,1994-06-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-025,Harbor Card,$970.00,06/01/1994,06/20/1994,Credit,Liability,Active,05/01/1992
304,06/20/1994,1994-06-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-025,Harbor Card,"$1,240.00",06/01/1994,06/20/1994,Credit,Liability,Active,05/01/1992
305,06/20/1994,1994-06-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-025,Northstar Investments,"$82,200.00",06/01/1994,06/20/1994,Investment,Asset,Active,05/01/1992
306,06/20/1994,1994-06-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-025,Northstar Investments,"$10,855.00",06/01/1994,06/20/1994,Depository,Asset,Active,05/01/1992
307,06/20/1994,1994-06-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-025,Northstar Investments,"$19,890.00",06/01/1994,06/20/1994,Investment,Asset,Active,05/01/1992
308,06/20/1994,1994-06-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-025,Northstar Investments,"$134,350.00",06/01/1994,06/20/1994,Investment,Asset,Active,05/01/1992
309,06/20/1994,1994-06-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-025,Northstar Investments,"$29,610.00",06/01/1994,06/20/1994,Investment,Asset,Active,05/01/1992
310,06/20/1994,1994-06-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-025,Aurora Bank,"$154,305.00",06/01/1994,06/20/1994,Loan,Liability,Active,05/01/1992
311,06/20/1994,1994-06-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-025,Aurora Bank,"$5,745.00",06/01/1994,06/20/1994,Loan,Liability,Active,05/01/1992
312,07/20/1994,1994-07-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-026,Aurora Bank,"$4,790.00",07/01/1994,07/18/1994,Depository,Asset,Active,05/01/1992
313,07/20/1994,1994-07-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-026,Aurora Bank,"$14,840.00",07/01/1994,07/18/1994,Depository,Asset,Active,05/01/1992
314,07/20/1994,1994-07-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-026,Aurora Bank,"$4,110.00",07/01/1994,07/18/1994,Depository,Asset,Active,05/01/1992
315,07/20/1994,1994-07-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-026,Harbor Card,"$1,840.00",07/01/1994,07/18/1994,Credit,Liability,Active,05/01/1992
316,07/20/1994,1994-07-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-026,Harbor Card,$630.00,07/01/1994,07/18/1994,Credit,Liability,Active,05/01/1992
317,07/20/1994,1994-07-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-026,Northstar Investments,"$86,360.00",07/01/1994,07/18/1994,Investment,Asset,Active,05/01/1992
318,07/20/1994,1994-07-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-026,Northstar Investments,"$11,590.00",07/01/1994,07/18/1994,Depository,Asset,Active,05/01/1992
319,07/20/1994,1994-07-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-026,Northstar Investments,"$19,090.00",07/01/1994,07/18/1994,Investment,Asset,Active,05/01/1992
320,07/20/1994,1994-07-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-026,Northstar Investments,"$130,800.00",07/01/1994,07/18/1994,Investment,Asset,Active,05/01/1992
321,07/20/1994,1994-07-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-026,Northstar Investments,"$31,250.00",07/01/1994,07/18/1994,Investment,Asset,Active,05/01/1992
322,07/20/1994,1994-07-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-026,Aurora Bank,"$153,835.00",07/01/1994,07/18/1994,Loan,Liability,Active,05/01/1992
323,07/20/1994,1994-07-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-026,Aurora Bank,"$5,810.00",07/01/1994,07/18/1994,Loan,Liability,Active,05/01/1992
324,08/20/1994,1994-08-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-027,Aurora Bank,"$5,355.00",08/01/1994,08/15/1994,Depository,Asset,Active,05/01/1992
325,08/20/1994,1994-08-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-027,Aurora Bank,"$16,600.00",08/01/1994,08/15/1994,Depository,Asset,Active,05/01/1992
326,08/20/1994,1994-08-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-027,Aurora Bank,"$5,045.00",08/01/1994,08/15/1994,Depository,Asset,Active,05/01/1992
327,08/20/1994,1994-08-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-027,Harbor Card,$920.00,08/01/1994,08/15/1994,Credit,Liability,Active,05/01/1992
328,08/20/1994,1994-08-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-027,Harbor Card,"$1,480.00",08/01/1994,08/15/1994,Credit,Liability,Active,05/01/1992
329,08/20/1994,1994-08-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-027,Northstar Investments,"$80,920.00",08/01/1994,08/15/1994,Investment,Asset,Active,05/01/1992
330,08/20/1994,1994-08-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-027,Northstar Investments,"$12,115.00",08/01/1994,08/15/1994,Depository,Asset,Active,05/01/1992
331,08/20/1994,1994-08-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-027,Northstar Investments,"$20,610.00",08/01/1994,08/15/1994,Investment,Asset,Active,05/01/1992
332,08/20/1994,1994-08-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-027,Northstar Investments,"$140,450.00",08/01/1994,08/15/1994,Investment,Asset,Active,05/01/1992
333,08/20/1994,1994-08-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-027,Northstar Investments,"$32,620.00",08/01/1994,08/15/1994,Investment,Asset,Active,05/01/1992
334,08/20/1994,1994-08-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-027,Aurora Bank,"$153,015.00",08/01/1994,08/15/1994,Loan,Liability,Active,05/01/1992
335,08/20/1994,1994-08-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-027,Aurora Bank,"$5,215.00",08/01/1994,08/15/1994,Loan,Liability,Active,05/01/1992
336,09/20/1994,1994-09-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-028,Aurora Bank,"$4,780.00",09/01/1994,09/19/1994,Depository,Asset,Active,05/01/1992
337,09/20/1994,1994-09-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-028,Aurora Bank,"$15,120.00",09/01/1994,09/19/1994,Depository,Asset,Active,05/01/1992
338,09/20/1994,1994-09-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-028,Aurora Bank,"$4,020.00",09/01/1994,09/19/1994,Depository,Asset,Active,05/01/1992
339,09/20/1994,1994-09-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-028,Harbor Card,"$1,460.00",09/01/1994,09/19/1994,Credit,Liability,Active,05/01/1992
340,09/20/1994,1994-09-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-028,Harbor Card,$520.00,09/01/1994,09/19/1994,Credit,Liability,Active,05/01/1992
341,09/20/1994,1994-09-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-028,Northstar Investments,"$87,480.00",09/01/1994,09/19/1994,Investment,Asset,Active,05/01/1992
342,09/20/1994,1994-09-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-028,Northstar Investments,"$11,160.00",09/01/1994,09/19/1994,Depository,Asset,Active,05/01/1992
343,09/20/1994,1994-09-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-028,Northstar Investments,"$19,180.00",09/01/1994,09/19/1994,Investment,Asset,Active,05/01/1992
344,09/20/1994,1994-09-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-028,Northstar Investments,"$132,900.00",09/01/1994,09/19/1994,Investment,Asset,Active,05/01/1992
345,09/20/1994,1994-09-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-028,Northstar Investments,"$30,310.00",09/01/1994,09/19/1994,Investment,Asset,Active,05/01/1992
346,09/20/1994,1994-09-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-028,Aurora Bank,"$152,560.00",09/01/1994,09/19/1994,Loan,Liability,Active,05/01/1992
347,09/20/1994,1994-09-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-028,Aurora Bank,"$5,300.00",09/01/1994,09/19/1994,Loan,Liability,Active,05/01/1992
348,10/20/1994,1994-10-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-029,Aurora Bank,"$5,515.00",10/01/1994,10/17/1994,Depository,Asset,Active,05/01/1992
349,10/20/1994,1994-10-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-029,Aurora Bank,"$16,570.00",10/01/1994,10/17/1994,Depository,Asset,Active,05/01/1992
350,10/20/1994,1994-10-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-029,Aurora Bank,"$5,715.00",10/01/1994,10/17/1994,Depository,Asset,Active,05/01/1992
351,10/20/1994,1994-10-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-029,Harbor Card,$670.00,10/01/1994,10/17/1994,Credit,Liability,Active,05/01/1992
352,10/20/1994,1994-10-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-029,Harbor Card,"$1,070.00",10/01/1994,10/17/1994,Credit,Liability,Active,05/01/1992
353,10/20/1994,1994-10-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-029,Northstar Investments,"$84,540.00",10/01/1994,10/17/1994,Investment,Asset,Active,05/01/1992
354,10/20/1994,1994-10-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-029,Northstar Investments,"$12,155.00",10/01/1994,10/17/1994,Depository,Asset,Active,05/01/1992
355,10/20/1994,1994-10-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-029,Northstar Investments,"$20,650.00",10/01/1994,10/17/1994,Investment,Asset,Active,05/01/1992
356,10/20/1994,1994-10-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-029,Northstar Investments,"$139,650.00",10/01/1994,10/17/1994,Investment,Asset,Active,05/01/1992
357,10/20/1994,1994-10-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-029,Northstar Investments,"$32,400.00",10/01/1994,10/17/1994,Investment,Asset,Active,05/01/1992
358,10/20/1994,1994-10-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-029,Aurora Bank,"$151,835.00",10/01/1994,10/17/1994,Loan,Liability,Active,05/01/1992
359,10/20/1994,1994-10-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-029,Aurora Bank,"$4,885.00",10/01/1994,10/17/1994,Loan,Liability,Active,05/01/1992
360,11/20/1994,1994-11-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-030,Aurora Bank,"$5,020.00",11/01/1994,11/14/1994,Depository,Asset,Active,05/01/1992
361,11/20/1994,1994-11-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-030,Aurora Bank,"$17,450.00",11/01/1994,11/14/1994,Depository,Asset,Active,05/01/1992
362,11/20/1994,1994-11-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-030,Aurora Bank,"$4,690.00",11/01/1994,11/14/1994,Depository,Asset,Active,05/01/1992
363,11/20/1994,1994-11-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-030,Harbor Card,"$1,680.00",11/01/1994,11/14/1994,Credit,Liability,Active,05/01/1992
364,11/20/1994,1994-11-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-030,Harbor Card,"$1,320.00",11/01/1994,11/14/1994,Credit,Liability,Active,05/01/1992
365,11/20/1994,1994-11-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-030,Northstar Investments,"$90,600.00",11/01/1994,11/14/1994,Investment,Asset,Active,05/01/1992
366,11/20/1994,1994-11-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-030,Northstar Investments,"$11,890.00",11/01/1994,11/14/1994,Depository,Asset,Active,05/01/1992
367,11/20/1994,1994-11-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-030,Northstar Investments,"$21,530.00",11/01/1994,11/14/1994,Investment,Asset,Active,05/01/1992
368,11/20/1994,1994-11-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-030,Northstar Investments,"$144,200.00",11/01/1994,11/14/1994,Investment,Asset,Active,05/01/1992
369,11/20/1994,1994-11-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-030,Northstar Investments,"$31,360.00",11/01/1994,11/14/1994,Investment,Asset,Active,05/01/1992
370,11/20/1994,1994-11-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-030,Aurora Bank,"$151,370.00",11/01/1994,11/14/1994,Loan,Liability,Active,05/01/1992
371,11/20/1994,1994-11-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-030,Aurora Bank,"$5,010.00",11/01/1994,11/14/1994,Loan,Liability,Active,05/01/1992
372,12/20/1994,1994-12-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-031,Aurora Bank,"$5,375.00",12/01/1994,12/19/1994,Depository,Asset,Active,05/01/1992
373,12/20/1994,1994-12-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-031,Aurora Bank,"$16,380.00",12/01/1994,12/19/1994,Depository,Asset,Active,05/01/1992
374,12/20/1994,1994-12-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-031,Aurora Bank,"$5,495.00",12/01/1994,12/19/1994,Depository,Asset,Active,05/01/1992
375,12/20/1994,1994-12-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-031,Harbor Card,"$1,030.00",12/01/1994,12/19/1994,Credit,Liability,Active,05/01/1992
376,12/20/1994,1994-12-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-031,Harbor Card,$570.00,12/01/1994,12/19/1994,Credit,Liability,Active,05/01/1992
377,12/20/1994,1994-12-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-031,Northstar Investments,"$84,860.00",12/01/1994,12/19/1994,Investment,Asset,Active,05/01/1992
378,12/20/1994,1994-12-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-031,Northstar Investments,"$12,685.00",12/01/1994,12/19/1994,Depository,Asset,Active,05/01/1992
379,12/20/1994,1994-12-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-031,Northstar Investments,"$20,370.00",12/01/1994,12/19/1994,Investment,Asset,Active,05/01/1992
380,12/20/1994,1994-12-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-031,Northstar Investments,"$139,750.00",12/01/1994,12/19/1994,Investment,Asset,Active,05/01/1992
381,12/20/1994,1994-12-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-031,Northstar Investments,"$33,680.00",12/01/1994,12/19/1994,Investment,Asset,Active,05/01/1992
382,12/20/1994,1994-12-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-031,Aurora Bank,"$150,555.00",12/01/1994,12/19/1994,Loan,Liability,Active,05/01/1992
383,12/20/1994,1994-12-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-031,Aurora Bank,"$4,335.00",12/01/1994,12/19/1994,Loan,Liability,Active,05/01/1992
384,01/20/1995,1995-01-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-032,Aurora Bank,"$4,820.00",01/01/1995,01/16/1995,Depository,Asset,Active,05/01/1992
385,01/20/1995,1995-01-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-032,Aurora Bank,"$15,720.00",01/01/1995,01/16/1995,Depository,Asset,Active,05/01/1992
386,01/20/1995,1995-01-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-032,Aurora Bank,"$4,150.00",01/01/1995,01/16/1995,Depository,Asset,Active,05/01/1992
387,01/20/1995,1995-01-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-032,Harbor Card,"$1,570.00",01/01/1995,01/16/1995,Credit,Liability,Active,05/01/1992
388,01/20/1995,1995-01-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-032,Harbor Card,$970.00,01/01/1995,01/16/1995,Credit,Liability,Active,05/01/1992
